comment_id,text,text_clean,text_filtered,tokens
407,"Zina Verde you can go on the youtube website and it works with picture in picture, at least that’s how it is with ipad",zina verde you can go on the youtube website and it works with picture in picture at least thats how it is with ipad,zina verde go youtube website works picture picture least thats ipad,"['zina', 'verde', 'go', 'youtube', 'website', 'works', 'picture', 'picture', 'least', 'thats', 'ipad']"
408,Zina Verde Background playback is already Premium 🧐 Nothing changes.,zina verde background playback is already premium nothing changes,zina verde background playback already premium nothing changes,"['zina', 'verde', 'background', 'playback', 'already', 'premium', 'nothing', 'changes']"
409,Lmfaooo,lmfaooo,lmfaooo,['lmfaooo']
410,Yea their definitely gonna wanna make it Premium only lmao,yea their definitely gonna wanna make it premium only lmao,yea definitely gon wan make premium lmao,"['yea', 'definitely', 'gon', 'wan', 'make', 'premium', 'lmao']"
411,Nah I tried it just barely YouTube had to be a jerk and report it to apple and now it’s not on iOS14,nah i tried it just barely youtube had to be a jerk and report it to apple and now its not on ios,nah tried barely youtube jerk report apple ios,"['nah', 'tried', 'barely', 'youtube', 'jerk', 'report', 'apple', 'ios']"
412,You can already do that with an samsung but ok,you can already do that with an samsung but ok,already samsung ok,"['already', 'samsung', 'ok']"
413,Samsung has been able to do that for a while now lol,samsung has been able to do that for a while now lol,samsung able lol,"['samsung', 'able', 'lol']"
414,You can do the same thing on an android phone but you HAVE to have yt premium to use it. Kinda lame,you can do the same thing on an android phone but you have to have yt premium to use it kinda lame,thing android phone yt premium use kinda lame,"['thing', 'android', 'phone', 'yt', 'premium', 'use', 'kinda', 'lame']"
415," @munschirl  you don't have to have yt premium to watch PIP. I do it all the time. I think the only thing that can't be watched is music/music videos. But depending on how the uploader worded the title, some songs fly under the radar.",you don t have to have yt premium to watch pip i do it all the time i think the only thing that can t be watched is music music videos but depending on how the uploader worded the title some songs fly under the radar,yt premium watch pip time think thing watched music music videos depending uploader worded title songs fly radar,"['yt', 'premium', 'watch', 'pip', 'time', 'think', 'thing', 'watched', 'music', 'music', 'videos', 'depending', 'uploader', 'worded', 'title', 'songs', 'fly', 'radar']"
416,"It doesn't work with YouTube. Google wanted to make it a Premium-only feature on iPads, but Apple doesn't let you lock system features behind a paywall, so they just disabled PiP altogether on the iOS app. You can still use it if you watch a video on the website though.",it doesn t work with youtube google wanted to make it a premium only feature on ipads but apple doesn t let you lock system features behind a paywall so they just disabled pip altogether on the ios app you can still use it if you watch a video on the website though,work youtube google wanted make premium feature ipads apple let lock system features behind paywall disabled pip altogether ios app still use watch video website though,"['work', 'youtube', 'google', 'wanted', 'make', 'premium', 'feature', 'ipads', 'apple', 'let', 'lock', 'system', 'features', 'behind', 'paywall', 'disabled', 'pip', 'altogether', 'ios', 'app', 'still', 'use', 'watch', 'video', 'website', 'though']"
417,"As how this works on android, it's gonna be a able only for YT premium, of course they're not ""dummies""",as how this works on android it s gonna be a able only for yt premium of course they re not dummies,works android gon able yt premium course dummies,"['works', 'android', 'gon', 'able', 'yt', 'premium', 'course', 'dummies']"
418,Daniel Pardo nope Apple forbids restricting system features behind a paywall. That’s why iPads haven’t had pip in YouTube even thoughtless do have the ability,daniel pardo nope apple forbids restricting system features behind a paywall thats why ipads havent had pip in youtube even thoughtless do have the ability,daniel pardo nope apple forbids restricting system features behind paywall thats ipads havent pip youtube even thoughtless ability,"['daniel', 'pardo', 'nope', 'apple', 'forbids', 'restricting', 'system', 'features', 'behind', 'paywall', 'thats', 'ipads', 'havent', 'pip', 'youtube', 'even', 'thoughtless', 'ability']"
419,Life hack: Install brave browser and have PiP for free for yt,life hack install brave browser and have pip for free for yt,life hack install brave browser pip free yt,"['life', 'hack', 'install', 'brave', 'browser', 'pip', 'free', 'yt']"
420,Me: enjoying my yt premium,me enjoying my yt premium,enjoying yt premium,"['enjoying', 'yt', 'premium']"
421,It was already a thing on android lol,it was already a thing on android lol,already thing android lol,"['already', 'thing', 'android', 'lol']"
422,if you are on android you also can do it by using the pop-up view,if you are on android you also can do it by using the pop up view,android also using pop view,"['android', 'also', 'using', 'pop', 'view']"
423,Youtube vanced is better,youtube vanced is better,youtube vanced better,"['youtube', 'vanced', 'better']"
424,YouTube Vanced: Am I a joke to you?,youtube vanced am i a joke to you,youtube vanced joke,"['youtube', 'vanced', 'joke']"
425,You could do it on an andriod,you could do it on an andriod,could andriod,"['could', 'andriod']"
426,Oof yeah lol,oof yeah lol,oof yeah lol,"['oof', 'yeah', 'lol']"
427,i don’t get it.,i dont get it,dont get,"['dont', 'get']"
428,When samsung  had it before yt,when samsung had it before yt,samsung yt,"['samsung', 'yt']"
429,I have a Google Pixel and I don't have premium and I can use picture in picture on that.,i have a google pixel and i don t have premium and i can use picture in picture on that,google pixel premium use picture picture,"['google', 'pixel', 'premium', 'use', 'picture', 'picture']"
430,Hint: The app called “Musi”,hint the app called musi,hint app called musi,"['hint', 'app', 'called', 'musi']"
431,right exactly didn’t even think about that,right exactly didnt even think about that,right exactly didnt even think,"['right', 'exactly', 'didnt', 'even', 'think']"
432,Youtube doesn't allow pip on ios xD😂😂,youtube doesn t allow pip on ios xd,youtube allow pip ios xd,"['youtube', 'allow', 'pip', 'ios', 'xd']"
433,That isn’t new I have been using it for a year and a half now.,that isnt new i have been using it for a year and a half now,isnt new using year half,"['isnt', 'new', 'using', 'year', 'half']"
434,That’s what they get,thats what they get,thats get,"['thats', 'get']"
435,Yt premium isn’t available in every country especially not mine so it’s be pretty cool if they add that,yt premium isnt available in every country especially not mine so its be pretty cool if they add that,yt premium isnt available every country especially mine pretty cool add,"['yt', 'premium', 'isnt', 'available', 'every', 'country', 'especially', 'mine', 'pretty', 'cool', 'add']"
436,idk why yt had to add premium its so unnecessary and the double ads,idk why yt had to add premium its so unnecessary and the double ads,idk yt add premium unnecessary double ads,"['idk', 'yt', 'add', 'premium', 'unnecessary', 'double', 'ads']"
437,"just ordered my laugh, should be here in 3-5 business days",just ordered my laugh should be here in business days,ordered laugh business days,"['ordered', 'laugh', 'business', 'days']"
438,theyve always had pip for youtube on Samsung its been a feature for a few years now apple is just late to the game lmao it doesn't even work properly on my iphone,theyve always had pip for youtube on samsung its been a feature for a few years now apple is just late to the game lmao it doesn t even work properly on my iphone,theyve always pip youtube samsung feature years apple late game lmao even work properly iphone,"['theyve', 'always', 'pip', 'youtube', 'samsung', 'feature', 'years', 'apple', 'late', 'game', 'lmao', 'even', 'work', 'properly', 'iphone']"
